Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.15-205.174.165.73-52708-8080-6,192.168.10.15,52708,205.174.165.73,8080,6,7/7/2017 10:34,63825,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5342.734038,109.6748923,10637.5,25007.02318,61677.0,43.0,63825.0,21275.0,36320.3256,63213.0,43.0,62244.0,31122.0,43211.2954,61677.0,567.0,0,0,0,0,92,72,62.67136702,47.00352526,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
138.201.8.95-192.168.10.9-443-1398-6,192.168.10.9,1398,138.201.8.95,443,6,7/7/2017 9:42,20470695,8,8,883,4690.0,342,0,110.375,152.1915499,2770,0,586.25,1033.725682,272.242833,0.781605119,1364713.0,3482120.901,10000000.0,3.0,10500000.0,1496202.429,3751068.17,10000000.0,927.0,20400000.0,2907753.857,4845473.834,10100000.0,3.0,0,0,0,0,172,184,0.390802559,0.390802559,0,2770,327.8235294,735.7933843,541391.9044,0,0,0,1,0,0,0,0,1,348.3125,110.375,586.25,172,0,0,0,0,0,0,8,883,8,4690,8192,35,7,20,295219.0,249303.2236,471503.0,118935.0,9940127.0,87380.01338,10000000.0,9878340.0,BENIGN
192.168.10.9-205.174.165.73-4298-8080-6,192.168.10.9,4298,205.174.165.73,8080,6,7/7/2017 10:50,72961,4,3,206,134.0,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4660.023848,95.94166747,12160.16667,28648.04545,70633.0,41.0,72961.0,24320.33333,41390.5741,72112.0,41.0,71245.0,35622.5,49512.32393,70633.0,612.0,0,0,0,0,92,72,54.82380998,41.11785749,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.9-88-1728-6,192.168.10.3,88,192.168.10.9,1728,6,7/7/2017 10:00,2,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,500000.0,500000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-192.168.10.50-60364-22-6,192.168.10.17,60364,192.168.10.50,22,6,7/7/2017 10:29,167,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11976.0479,167.0,0.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,5988.023952,5988.023952,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.9-53-64049-17,192.168.10.9,64049,192.168.10.3,53,17,7/7/2017 10:30,221,2,2,166,422.0,83,83,83.0,0.0,211,211,211.0,0.0,2660633.484,18099.54751,73.66666667,86.40794717,170.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,40,40,9049.773756,9049.773756,83,211,134.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,167.75,83.0,211.0,40,0,0,0,0,0,0,2,166,2,422,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
172.217.12.130-192.168.10.19-443-40684-6,192.168.10.19,40684,172.217.12.130,443,6,7/7/2017 10:58,116040001,22,18,817,4790.0,433,0,37.13636364,102.5472228,1418,0,266.1111111,497.271365,48.31954457,0.344708718,2975384.641,4526482.874,10000000.0,1.0,116000000.0,5525714.333,4951427.44,10100000.0,16.0,111000000.0,6553023.059,4878546.042,10100000.0,187.0,0,0,0,0,712,584,0.189589795,0.155118923,0,1418,136.7560976,352.235559,124069.889,0,0,0,1,0,0,0,0,0,140.175,37.13636364,266.1111111,712,0,0,0,0,0,0,22,817,18,4790,29200,357,4,32,116776.4545,265558.0297,917464.0,36630.0,10000000.0,3749.211153,10000000.0,9999855.0,BENIGN
192.168.10.3-192.168.10.9-53-61200-17,192.168.10.9,61200,192.168.10.3,53,17,7/7/2017 11:47,144310,2,2,68,494.0,34,34,34.0,0.0,247,247,247.0,0.0,3894.394013,27.71810685,48103.33333,83310.48914,144302.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,13.85905343,13.85905343,34,247,119.2,116.6649047,13610.7,0,0,0,0,0,0,0,0,1,149.0,34.0,247.0,40,0,0,0,0,0,0,2,68,2,494,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-205.174.165.73-3046-8080-6,205.174.165.73,8080,192.168.10.8,3046,6,7/7/2017 10:59,22,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,545454.5455,90909.09091,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.14-53-53788-17,192.168.10.14,53788,192.168.10.3,53,17,7/7/2017 9:38,44213,2,2,70,252.0,35,35,35.0,0.0,126,126,126.0,0.0,7282.925836,90.4711284,14737.66667,25483.09568,44163.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,0,0,0,40,40,45.2355642,45.2355642,35,126,71.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,89.25,35.0,126.0,40,0,0,0,0,0,0,2,70,2,252,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62461-17,192.168.10.3,62461,192.168.10.1,53,17,7/7/2017 9:07,23564,1,1,47,79.0,47,47,47.0,0.0,79,79,79.0,0.0,5347.139705,84.87523341,23564.0,0.0,23564.0,23564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,42.4376167,42.4376167,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-205.174.165.73-53730-8080-6,205.174.165.73,8080,192.168.10.5,53730,6,7/7/2017 10:44,18,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.14-53-56370-17,192.168.10.14,56370,192.168.10.3,53,17,7/7/2017 9:41,139,2,2,92,124.0,46,46,46.0,0.0,62,62,62.0,0.0,1553956.835,28776.97842,46.33333333,74.19119445,132.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,14388.48921,14388.48921,46,62,52.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,65.5,46.0,62.0,64,0,0,0,0,0,0,2,92,2,124,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61754-17,192.168.10.3,61754,192.168.10.1,53,17,7/7/2017 10:21,65131,1,1,48,130.0,48,48,48.0,0.0,130,130,130.0,0.0,2732.953586,30.70734366,65131.0,0.0,65131.0,65131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,15.35367183,15.35367183,48,130,75.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,113.0,48.0,130.0,32,0,0,0,0,0,0,1,48,1,130,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-53854-8080-6,192.168.10.15,53854,205.174.165.73,8080,6,7/7/2017 12:20,1029335,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.48701832,5.829006106,205867.0,281070.0063,515084.0,366.0,1028969.0,514484.5,1660.993829,515659.0,513310.0,1028465.0,514232.5,1721.805012,515450.0,513015.0,0,0,0,0,92,60,2.914503053,2.914503053,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52198-8080-6,205.174.165.73,8080,192.168.10.15,52198,6,7/7/2017 10:12,3,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.8-205.174.165.73-2985-8080-6,192.168.10.8,2985,205.174.165.73,8080,6,7/7/2017 10:49,65008,4,3,210,134.0,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5291.656412,107.6790549,10834.66667,25657.60294,63205.0,10.0,65008.0,21669.33333,36898.9643,64275.0,48.0,63783.0,31891.5,44283.97639,63205.0,578.0,0,0,0,0,92,72,61.53088851,46.14816638,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.14-34.206.129.221-52532-80-6,192.168.10.14,52532,34.206.129.221,80,6,7/7/2017 11:32,5724834,3,1,12,0.0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.096130648,0.698710216,1908278.0,3261262.389,5673945.0,20.0,5724834.0,2862417.0,3976101.029,5673945.0,50889.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.524032662,0.174677554,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-205.174.165.73-53547-8080-6,205.174.165.73,8080,192.168.10.5,53547,6,7/7/2017 10:39,17,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-192.168.10.50-49865-21-6,192.168.10.15,49865,192.168.10.50,21,6,7/7/2017 9:19,162428,18,24,200,464.0,43,0,11.11111111,12.18914121,50,0,19.33333333,14.2787975,4087.965129,258.5761076,3961.658537,13777.56802,70764.0,1.0,162365.0,9550.882353,28282.09858,113675.0,1.0,162319.0,7057.347826,17972.24221,70764.0,1.0,0,0,0,0,384,504,110.8183318,147.7577758,0,50,15.44186047,13.93403221,194.1572536,0,0,0,1,0,0,0,0,1,15.80952381,11.11111111,19.33333333,384,0,0,0,0,0,0,18,200,24,464,8192,229,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61843-17,192.168.10.3,61843,192.168.10.1,53,17,7/7/2017 10:03,24228,1,1,56,102.0,56,56,56.0,0.0,102,102,102.0,0.0,6521.380221,82.54911672,24228.0,0.0,24228.0,24228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,41.27455836,41.27455836,56,102,71.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,107.0,56.0,102.0,20,0,0,0,0,0,0,1,56,1,102,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-192.0.77.32-3620-443-6,192.168.10.8,3620,192.0.77.32,443,6,7/7/2017 11:24,117498407,15,15,874,7304.0,223,0,58.26666667,77.12556244,1551,0,486.9333333,660.9867587,69.60094361,0.25532261,4051669.207,15100000.0,58600000.0,1.0,117000000.0,8392743.357,21200000.0,58700000.0,4.0,117000000.0,8376978.5,21300000.0,58600000.0,3.0,0,0,0,0,312,312,0.127661305,0.127661305,0,1551,263.8064516,504.9753406,255000.0946,0,0,0,1,0,0,0,0,1,272.6,58.26666667,486.9333333,312,0,0,0,0,0,0,15,874,15,7304,8192,64,14,20,216727.0,9828.784258,223677.0,209777.0,58400000.0,239495.6526,58600000.0,58300000.0,BENIGN
192.168.10.15-205.174.165.73-52708-8080-6,205.174.165.73,8080,192.168.10.15,52708,6,7/7/2017 10:34,34,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.9-205.174.165.73-1847-8080-6,205.174.165.73,8080,192.168.10.9,1847,6,7/7/2017 10:04,29,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,258,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52244-8080-6,205.174.165.73,8080,192.168.10.15,52244,6,7/7/2017 10:23,36,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.15-205.174.165.73-52934-8080-6,192.168.10.15,52934,205.174.165.73,8080,6,7/7/2017 10:48,207270,5,4,213,145.0,195,0,42.6,85.23379611,129,0,36.25,61.96975069,1727.215709,43.42162397,25908.75,72347.58531,204958.0,3.0,207270.0,51817.5,102496.3376,205561.0,53.0,205540.0,68513.33333,118164.8985,204958.0,3.0,0,0,0,0,112,92,24.12312443,19.29849954,0,195,35.8,68.38908295,4677.066667,0,0,0,1,0,0,0,0,0,39.77777778,42.6,36.25,112,0,0,0,0,0,0,5,213,4,145,8192,237,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.5-389-49206-6,192.168.10.3,389,192.168.10.5,49206,6,7/7/2017 9:04,31,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,387096.7742,64516.12903,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,32258.06452,32258.06452,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-23.21.177.180-2853-80-6,23.21.177.180,80,192.168.10.9,2853,6,7/7/2017 10:29,1784,2,0,6,0.0,6,0,3.0,4.242640687,0,0,0.0,0.0,3363.2287,1121.076233,1784.0,0.0,1784.0,1784.0,1784.0,1784.0,0.0,1784.0,1784.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,52,0,1121.076233,0.0,0,6,2.0,3.464101615,12.0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,52,0,0,0,0,0,0,2,6,0,0,71,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-205.174.165.73-51687-8080-6,192.168.10.14,51687,205.174.165.73,8080,6,7/7/2017 10:36,140374,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2429.224785,49.86678445,23395.66667,56326.50998,138370.0,41.0,140374.0,46791.33333,80455.76084,139693.0,41.0,138967.0,69483.5,97420.22256,138370.0,597.0,0,0,0,0,92,72,28.4953054,21.37147905,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.5-205.174.165.73-50730-8080-6,192.168.10.5,50730,205.174.165.73,8080,6,7/7/2017 11:48,1016964,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.69974158,5.899913861,203392.8,277682.2167,516929.0,410.0,1016554.0,508277.0,13212.99731,517620.0,498934.0,1016082.0,508041.0,13149.3577,517339.0,498743.0,0,0,0,0,92,60,2.949956931,2.949956931,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.12-192.168.10.50-46754-47405-6,192.168.10.12,46754,192.168.10.50,47405,6,7/7/2017 10:40,8459,12,9,17832,0.0,2896,0,1486.0,1275.953262,0,0,0.0,0.0,2108050.597,2482.562951,422.95,1495.350284,6677.0,0.0,8354.0,759.4545455,1993.299795,6677.0,2.0,8354.0,1044.25,2423.985075,6915.0,0.0,0,0,0,0,400,304,1418.6074,1063.95555,0,2896,810.5454545,1194.298548,1426349.022,0,0,0,1,0,0,0,0,0,849.1428571,1486.0,0.0,400,0,0,0,0,0,0,12,17832,9,0,29200,395,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.5-74.125.22.154-49553-443-6,192.168.10.5,49553,74.125.22.154,443,6,7/7/2017 9:16,197575,8,5,520,3749.0,200,0,65.0,78.95930236,1430,0,749.8,717.3780036,21606.98469,65.7977983,16464.58333,22395.80125,60764.0,3.0,197575.0,28225.0,23768.94227,60824.0,3.0,77980.0,19495.0,37954.07631,76420.0,48.0,0,0,0,0,172,112,40.4909528,25.3068455,0,1430,304.9285714,529.5300477,280402.0714,0,0,0,1,0,0,0,0,0,328.3846154,65.0,749.8,172,0,0,0,0,0,0,8,520,5,3749,8192,172,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-61551-17,192.168.10.3,61551,192.168.10.1,53,17,7/7/2017 11:07,48678,1,1,56,127.0,56,56,56.0,0.0,127,127,127.0,0.0,3759.398496,41.08632236,48678.0,0.0,48678.0,48678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,20.54316118,20.54316118,56,127,79.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,119.5,56.0,127.0,32,0,0,0,0,0,0,1,56,1,127,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-58431-17,192.168.10.8,58431,192.168.10.3,53,17,7/7/2017 11:24,191,2,2,90,334.0,45,45,45.0,0.0,167,167,167.0,0.0,2219895.288,20942.40838,63.66666667,104.2129231,184.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,10471.20419,10471.20419,45,167,93.8,66.82215202,4465.2,0,0,0,0,0,0,0,0,1,117.25,45.0,167.0,40,0,0,0,0,0,0,2,90,2,334,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-56708-17,192.168.10.8,56708,192.168.10.3,53,17,7/7/2017 9:41,23591,2,2,72,128.0,36,36,36.0,0.0,64,64,64.0,0.0,8477.809334,169.5561867,7863.666667,13614.20803,23584.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,40,84.77809334,84.77809334,36,64,47.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,59.0,36.0,64.0,64,0,0,0,0,0,0,2,72,2,128,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.14-53-57658-17,192.168.10.14,57658,192.168.10.3,53,17,7/7/2017 11:46,511584,4,2,124,306.0,31,31,31.0,0.0,153,153,153.0,0.0,840.5266779,11.72827923,102316.8,186240.536,429337.0,3.0,82198.0,27399.33333,47451.84127,82192.0,3.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,80,64,7.818852818,3.909426409,31,153,65.85714286,59.52990445,3543.809524,0,0,0,0,0,0,0,0,0,76.83333333,31.0,153.0,80,0,0,0,0,0,0,4,124,2,306,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.1-192.168.10.3-53-62222-17,192.168.10.3,62222,192.168.10.1,53,17,7/7/2017 9:42,28363930,2,2,100,282.0,53,47,50.0,4.242640687,175,107,141.0,48.08326112,13.46780929,0.141024181,9454643.333,16200000.0,28200000.0,47941.0,28300000.0,28300000.0,0.0,28300000.0,28300000.0,28300000.0,28300000.0,0.0,28300000.0,28300000.0,0,0,0,0,60,52,0.070512091,0.070512091,47,175,85.8,55.88559743,3123.2,0,0,0,0,0,0,0,0,1,107.25,50.0,141.0,60,0,0,0,0,0,0,2,100,2,282,-1,-1,1,20,47941.0,0.0,47941.0,47941.0,28200000.0,0.0,28200000.0,28200000.0,BENIGN
192.168.10.3-192.168.10.12-53-61958-17,192.168.10.12,61958,192.168.10.3,53,17,7/7/2017 9:46,72114,2,2,66,450.0,33,33,33.0,0.0,225,225,225.0,0.0,7155.337382,55.46773165,24038.0,41590.87557,72063.0,4.0,47.0,47.0,0.0,47.0,47.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,80,64,27.73386582,27.73386582,33,225,109.8,105.162731,11059.2,0,0,0,0,0,0,0,0,1,137.25,33.0,225.0,80,0,0,0,0,0,0,2,66,2,450,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-205.174.165.73-52349-8080-6,192.168.10.15,52349,205.174.165.73,8080,6,7/7/2017 10:33,64709,4,3,207,134.0,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5269.746094,108.176606,10784.83333,25444.50389,62719.0,21.0,64709.0,21569.66667,36861.89492,64133.0,21.0,63322.0,31661.0,43922.64482,62719.0,603.0,0,0,0,0,92,72,61.81520345,46.36140259,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
192.168.10.3-192.168.10.12-53-64027-17,192.168.10.12,64027,192.168.10.3,53,17,7/7/2017 10:04,165364,2,2,70,264.0,35,35,35.0,0.0,132,132,132.0,0.0,2019.786652,24.18906171,55121.33333,95466.02171,165356.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,12.09453085,12.09453085,35,132,73.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,40,0,0,0,0,0,0,2,70,2,264,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-52.33.61.7-51674-443-6,192.168.10.14,51674,52.33.61.7,443,6,7/7/2017 10:34,61349622,16,14,2176,4805.0,890,0,136.0,298.5125346,1615,0,343.2142857,584.5682402,113.7904322,0.489000568,2115504.207,4098487.735,10000000.0,74.0,61300000.0,4089974.8,5054460.859,10100000.0,164.0,61300000.0,4712737.538,5182290.537,10100000.0,256.0,0,0,0,0,332,364,0.260800303,0.228200265,0,1615,225.1935484,452.8432709,205067.028,0,0,0,1,0,0,0,0,0,232.7,136.0,343.2142857,332,0,0,0,0,0,0,16,2176,14,4805,8192,124,15,20,139202.6667,135787.1854,416377.0,83629.0,9998791.167,18386.19964,10000000.0,9962836.0,BENIGN
